,Unnamed: 0,PlayerId,PlayerName,Full name,Team,Batting style,Bowling style,Fielding position,Current age,Height,Playing role,Born,Also known as,Died,Education,Major teams,Nickname,Other,Relation,In a nutshell,TotalRuns,MatchesPlayed
295,295,295,Umar Amin,Umar Amin,Pakistan,Left-hand bat,Right-arm Medium,,28 years 116 days,,Top-order batsman,"October 16, 1989, Rawalpindi, Punjab ",,,,"['Pakistan', 'Federal Areas', 'Federal Areas Leopards', 'Islamabad United', 'National Bank of Pakistan', 'Pakistan A', 'Pakistan Under-19s', 'Port Qasim Authority', 'Rawalpindi', 'Rawalpindi Rams']",,,,,76.0,6
296,296,296,Hamid Hassan,Hamid Hassan,Afghanistan,Right-hand bat,Right-arm Fast,,30 years 253 days,,Bowler,"June 1, 1987, Nengrakar, Afghanistan ",Hameed Hasan,,,"['Afghanistan', 'Marylebone Cricket Club', 'Marylebone Cricket Club Young Cricketers', 'Pakistan Customs']",,,,,48.0,19
297,297,297,S Randiv,Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,Sri Lanka,Right-hand bat,Right-arm Offspin,,33 years 10 days,6 ft 0 in ,Bowler,"January 30, 1985, Matara ",Suraj Mohamed,,"Rahula College, Matara","['Sri Lanka', 'Bloomfield Cricket and Athletic Club', 'Chennai Super Kings', 'Kandurata', 'Kandurata Maroons', 'Matara Sports Club', 'Nondescripts Cricket Club', 'Rahula College', 'Ruhuna', 'Sinhalese Sports Club', 'Sri Lanka A', 'Sri Lanka Under-15s', 'Sri Lanka Under-19s']",,,Brother - MM Rasmijinan,,8.0,7
298,298,298,Shoaib Khan jnr,Shoaib Khan,Pakistan,Left-hand bat,Right-arm Fast,,32 years 302 days,,Opening batsman,"April 13, 1985, Bostan ",Shoaib Khan jnr,,,"['Baluchistan', 'North West Frontier Province-Baluchistan', 'Quetta Bears', 'Quetta Region', 'State Bank of Pakistan']",,,,,6.0,2
299,299,299,CA Lynn,Christopher Austin Lynn,Australia,Right-hand bat,Left-arm Orthodox,,27 years 305 days,,Batsman,"April 10, 1990, Brisbane, Queensland ",,,,"['Australia', 'Brisbane Heat', 'Deccan Chargers', 'Guyana Amazon Warriors', 'Jamaica Tallawahs', 'Kandurata Warriors', 'Kolkata Knight Riders', 'Queensland', 'Queensland Academy of Sport', 'Queensland Under-19s', 'Sunrisers Hyderabad']",,,,,65.0,4
300,300,300,Syed Rasel,Syed Rasel,Bangladesh,Left-hand bat,Left-arm Fast,,33 years 221 days,,,"July 3, 1984, Jessore ",,,,"['Bangladesh', 'Bangladesh A', 'Bangladesh Under-19s', 'Barisal Division', 'Khulna Division']",,,,,7.0,8
301,301,301,TP Ura,Tony Pala Ura,Papua New Guinea,Right-hand bat,Not Specified,Wicketkeeper,28 years 117 days,,Opening batsman,"October 15, 1989, Papua New Guinea ",,,,"['Papua New Guinea', 'Papua New Guinea Under-19s']",,,,,99.0,6
302,302,302,HM Nicholls,Henry Michael Nicholls,New Zealand,Left-hand bat,Right-arm Offspin,,26 years 86 days,,Top-order batsman,"November 15, 1991, Christchurch ",,,"St Andrew's College, Christchurch, New Zealand","['New Zealand', 'Canterbury', 'Durham 2nd XI', 'Marylebone Cricket Club Young Cricketers', 'Sydney Thunder']",,,,,7.0,1
303,303,303,A Khan,Ali Shamsher Khan,England,Right-hand bat,Right-arm Fast,,28 years 192 days,,,"August 1, 1989, Sialkot, Punjab ",,,,"['Khan Research Laboratories', 'Pakistan A', 'Pakistan Cricket Board Blues', 'Pakistan Under-19s', 'Sialkot', 'Sialkot Stallions']",,,,,2.0,1
304,304,304,C Zhuwao,Cephas Zhuwao,Zimbabwe,Left-hand bat,Left-arm Orthodox,,33 years 56 days,,Batsman,"December 15, 1984, Harare ",,,,"['Zimbabwe', 'Mashonaland', 'Mashonaland Eagles', 'Northerns (Zimbabwe)', 'Zimbabwe A']",Mayor,,,,12.0,2
305,305,305,NM Odhiambo,Nelson Mandela Odhiambo,Kenya,Right-hand bat,Right-arm Fast,,28 years 325 days,,Bowler,"March 21, 1989, Nairobi, Kenya ",,,,"['Kenya', 'Eastern Aces', 'Kenya A', 'Kenya Under-19s', 'Kenya XI', 'Rift Valley Rhinos']",,,Uncle - TM Odoyo,,46.0,5
306,306,306,Hammad Azam,Hammad Azam,Pakistan,Right-hand bat,Right-arm Medium,,26 years 330 days,,Middle-order batsman,"March 16, 1991, Attock, Punjab ",,,,"['Pakistan', 'Khulna Royal Bengals', 'Lahore Qalandars', 'National Bank of Pakistan', 'Pakistan A', 'Pakistan Under-19s', 'Pakistan Under-23s', 'Rawalpindi']",,,Brother - Haseeb Azam,,34.0,4
307,307,307,RJ Peterson,Robin John Peterson,South Africa,Left-hand bat,Left-arm Orthodox,,38 years 189 days,,Bowler,"August 4, 1979, Port Elizabeth, Cape Province ",,,,"['South Africa', 'Barbados Tridents', 'Cape Cobras', 'Derbyshire', 'Eastern Province', 'Mumbai Indians', 'Surrey', 'Warriors']",,,,,124.0,19
308,308,308,AJ McKay,Andrew John McKay,New Zealand,Right-hand bat,Left-arm Fast,,37 years 298 days,,Bowler,"April 17, 1980, Auckland ",,,,"['New Zealand', 'Auckland', 'Auckland Second XI', 'New Zealand A', 'Wellington']",,,,,0.0,2
309,309,309,MS Atapattu,Marvan Samson Atapattu,Sri Lanka,Right-hand bat,Legbreak,,47 years 79 days,,,"November 22, 1970, Kalutara ",,,,"['Sri Lanka', 'Asia XI', 'Delhi Giants', 'ICL World XI', 'Sinhalese Sports Club']",,Coach,Brother-in-law - N Ranatunga,,5.0,1
310,310,310,Tamim Iqbal,Tamim Iqbal Khan,Bangladesh,Left-hand bat,Not Specified,,28 years 326 days,,Opening batsman,"March 20, 1989, Chittagong ",,,,"['Bangladesh', 'Asia XI', 'Bangladesh A', 'Bangladesh Under-19s', 'Chittagong Division', 'Duronto Rajshahi', 'Nottinghamshire', 'Peshawar Zalmi', 'Pune Warriors', 'St Lucia Zouks', 'Wellington', 'World-XI']",,,"['Uncle - Akram Khan', 'Brother - Nafees Iqbal']",,1137.0,53
311,311,311,Z Khan,Zaheer Khan,India,Right-hand bat,Left-arm Fast,,39 years 125 days,,Bowler,"October 7, 1978, Shrirampur, Maharashtra ",,,,"['India', 'Asia XI', 'Baroda', 'Delhi Daredevils', 'Mumbai', 'Mumbai Indians', 'Royal Challengers Bangalore', 'Surrey', 'Worcestershire']",,,,,13.0,17
312,312,312,Mansoor Amjad,Mansoor Amjad,Pakistan,Right-hand bat,Legbreak,,30 years 57 days,,Allrounder,"December 14, 1987, Sialkot, Punjab ",,,,"['Pakistan', 'Federally Administered Tribal Areas', 'Leicestershire', 'Pakistan A', 'Pakistan Under-15s', 'Pakistan Under-19s', 'Punjab (Pakistan)', 'Punjab Stallions', 'Sialkot', 'Sialkot Cricket Association', 'Sialkot Stallions', 'Water and Power Development Authority', 'Zarai Taraqiati Bank Limited']",,,,,0.0,1
313,313,313,LV van Beek,Logan Verjus van Beek,Netherlands,Right-hand bat,Right-arm Fast,,27 years 155 days,,Bowler,"September 7, 1990, Christchurch, Canterbury ",,,,"['Netherlands', 'New Zealand', 'Canterbury', 'Canterbury Under-19s', 'New Zealand Under-19s']",,,Grandfather - SC Guillen,,7.0,8
314,314,314,RW Chakabva,Regis Wiriranai Chakabva,Zimbabwe,Right-hand bat,Right-arm Offspin,Wicketkeeper,30 years 142 days,,Wicketkeeper batsman,"September 20, 1987, Harare ",,,,"['Zimbabwe', 'Mashonaland Eagles', 'Northerns (Zimbabwe)', 'Zimbabwe A', 'Zimbabwe Under-19s', 'Zimbabwe XI']",,,,,17.0,4
315,315,315,DP Nannes,Dirk Peter Nannes,Netherlands,Right-hand bat,Left-arm Fast,,41 years 269 days,1.88 m ,Bowler,"May 16, 1976, Mount Waverley, Melbourne, Victoria ",,,,"['Australia', 'Netherlands', 'Australian Cricketers Association Masters', 'Canterbury', 'Chennai Super Kings', 'Delhi Daredevils', 'Lions', 'Melbourne Renegades', 'Middlesex', 'Mountaineers', 'Otago', 'Royal Challengers Bangalore', 'Somerset', 'Somerset 2nd XI', 'Surrey', 'Sydney Thunder', 'Sylhet Royals', 'Victoria']",Diggler,,,,22.0,16
316,316,316,H Patel,Harshal Vikram Patel,Canada,Right-hand bat,Right-arm Medium,,27 years 78 days,,Bowler,"November 23, 1990, Sanand, Gujarat ",,,,"['Gujarat', 'Haryana', 'India Under-19s', 'India Under-23s', 'Royal Challengers Bangalore']",,,,,121.0,9
317,317,317,A Nehra,Ashish Nehra,India,Right-hand bat,Left-arm Fast,,38 years 286 days,,Bowler,"April 29, 1979, Delhi ",,,,"['India', 'Asia XI', 'Chennai Super Kings', 'Delhi', 'Delhi Daredevils', 'Mumbai Indians', 'Pune Warriors', 'Sunrisers Hyderabad']",,,,,28.0,26
318,318,318,LE Plunkett,Liam Edward Plunkett,England,Right-hand bat,Right-arm Fast,,32 years 309 days,6 ft 3 in ,Bowler,"April 6, 1985, Middlesbrough, Yorkshire ",,,Nunthorpe Comprehensive,"['England', 'Dolphins', 'Durham', 'Durham 2nd XI', 'Durham Cricket Board', 'England Lions', 'England Under-19s', 'Sylhet Sixers', 'Yorkshire']",Pudsy,,,,5.0,13
319,319,319,A Vala,Asadollah Vala,Papua New Guinea,Left-hand bat,Right-arm Offspin,,30 years 188 days,,Batsman,"August 5, 1987, Papua New Guinea ",,,,"['Papua New Guinea', 'East Asia-Pacific', 'Papua New Guinea Under-19s']",,,,,128.0,8
320,320,320,Usman Mushtaq,Usman Mushtaq,United Arab Emirates,Right-hand bat,Right-arm Fast,,30 years 96 days,,Middle-order batsman,"November 5, 1987, Sialkot ",,,,"['United Arab Emirates', 'Fly Emirates XI', 'Sialkot Cricket Association']",,,,,36.0,3
321,321,321,RV Uthappa,Robin Venu Uthappa,India,Right-hand bat,Right-arm Medium,Occasional wicketkeeper,32 years 90 days,,Batsman,"November 11, 1985, Coorg, Karnataka ",,,,"['India', 'India A', 'India Under-19s', 'Karnataka', 'Kolkata Knight Riders', 'Mumbai Indians', 'Pune Warriors', 'Reebok XI', 'Royal Challengers Bangalore', 'South Zone']",,,,,249.0,12
322,322,322,D Ramdin,Denesh Ramdin,West Indies,Right-hand bat,Not Specified,Wicketkeeper,32 years 333 days,,Wicketkeeper batsman,"March 13, 1985, Couva, Trinidad ",,,Preysal Government,"['West Indies', 'Guyana Amazon Warriors', 'St Lucia Zouks', 'Trinidad', 'Trinidad & Tobago', ""University of West Indies Vice Chancellor's XI"", 'West Indies A', 'West Indies Under-19s']",Shotter,,,,421.0,38
323,323,323,KD Shah,Kinchit Devang Shah,Hong Kong,Left-hand bat,Right-arm Offspin,,22 years 62 days,,Wicketkeeper batsman,"December 9, 1995, Mumbai ",,,,"['Hong Kong', 'Hong Kong Under-15s', 'Hong Kong Under-16s', 'Hong Kong Under-17s', 'Hong Kong Under-19s']",,,Brother - ND Shah,,75.0,10
324,324,324,CJ Anderson,Corey James Anderson,New Zealand,Left-hand bat,Left-arm Fast,,27 years 58 days,,Batting allrounder,"December 13, 1990, Christchurch, Canterbury ",,,,"['New Zealand', 'Canterbury', 'Delhi Daredevils', 'Mumbai Indians', 'New Zealand A', 'New Zealand Under-19s', 'Northern Districts']",,,,,432.0,27
325,325,325,S Dhaniram,Sunil Dhaniram,Canada,Left-hand bat,Left-arm Orthodox,,49 years 115 days,,,"October 17, 1968, Port Mourant, Berbice, Guyana ",,,,"['Canada', 'Guyana']",Dani,,Brother - Sudesh Dhaniram,,5.0,2
326,326,326,S Sreesanth,Shanthakumaran Sreesanth,India,Right-hand bat,Right-arm Fast,,35 years 3 days,,Bowler,"February 6, 1983, Kothamangalam, Kerala ",Gopu,,,"['India', 'Asia XI', 'Kerala', 'Kerala Under-19s', 'Kings XI Punjab', 'Kochi Tuskers Kerala', 'Rajasthan Royals', 'Warwickshire']",,,,,20.0,9
327,327,327,CK Kapugedera,Chamara Kantha Kapugedera,Sri Lanka,Right-hand bat,Right-arm Medium,Occasional wicketkeeper,30 years 350 days,,Middle-order batsman,"February 24, 1987, Kandy ",,,,"['Sri Lanka', 'Chennai Super Kings', 'Colombo Cricket Club', 'Duronto Rajshahi', 'Kalabagan Krira Chakra', 'Kandurata', 'Sri Lanka A']",Kapu,,,,685.0,37
328,328,328,H Davids,Henry Davids,South Africa,Right-hand bat,Right-arm Fast,,38 years 21 days,,Top-order batsman,"January 19, 1980, Stellenbosch, Cape Province ",,,,"['South Africa', 'Boland', 'Cape Cobras', 'St Lucia Zouks', 'Titans', 'Western Province Boland']",,,,,161.0,9
329,329,329,CRD Fernando,Congenige Randhi Dilhara Fernando,Sri Lanka,Right-hand bat,Right-arm Fast,,38 years 205 days,,Bowler,"July 19, 1979, Colombo ",,,,"['Sri Lanka', 'Asia XI', 'Mumbai Indians', 'Sinhalese Sports Club', ""Sri Lanka Board President's XI"", 'Worcestershire']",,,,,25.0,16
330,330,330,SMSM Senanayake,Senanayake Mudiyanselage Sachithra Madhushanka Senanayake,Sri Lanka,Right-hand bat,Right-arm Offspin,,33 years 0 days,6 ft 0 in ,Bowler,"February 9, 1985, Colombo ",,,Ananda College,"['Sri Lanka', 'Basnahira Greens', 'Brothers Union', 'Kolkata Knight Riders', 'Ruhuna', 'Sinhalese Sports Club', 'Sri Lanka A', ""Sri Lanka Board President's XI""]",,,,,56.0,23
331,331,331,Ahmed Raza,Ahmed Raza,United Arab Emirates,Right-hand bat,Left-arm Orthodox,,29 years 122 days,,Bowler,"October 10, 1988, Sharjah ",,,,United Arab Emirates,,,,,41.0,21
332,332,332,GH Worker,George Herrick Worker,New Zealand,Left-hand bat,Left-arm Orthodox,,28 years 170 days,,Batting allrounder,"August 23, 1989, Palmerston North ",,,,"['New Zealand', 'Scotland', 'Canterbury', 'Central Districts', 'New Zealand A', 'New Zealand Under-19s']",,,,,90.0,2
333,333,333,SP Gauchan,Shakti Prasad Gauchan,Nepal,Right-hand bat,Left-arm Orthodox,,33 years 293 days,,Bowler,"April 22, 1984, Rupandehi, Nepal ",Babu,,,"['Nepal', 'Nepal Under-17s', 'Nepal Under-19s']",,,,,13.0,8
334,334,334,PM Seelaar,Pieter Marinus Seelaar,Netherlands,Right-hand bat,Left-arm Orthodox,,30 years 222 days,,Allrounder,"July 2, 1987, Schiedam ",,,,"['Netherlands', 'Hermes DVS']",,,,,67.0,29
335,335,335,KA Pollard,Kieron Adrian Pollard,West Indies,Right-hand bat,Right-arm Fast,,30 years 273 days,,Allrounder,"May 12, 1987, Tacarigua, Trinidad ",,,,"['West Indies', 'Adelaide Strikers', 'Barbados Tridents', 'Dhaka Gladiators', 'Karachi Kings', 'Melbourne Renegades', 'Mumbai Indians', 'Somerset', 'South Australia', 'Stanford Superstars', 'Trinidad', 'Trinidad & Tobago', 'West Indies Under-19s']",,,,,762.0,50
336,336,336,A Zampa,Adam Zampa,Australia,Right-hand bat,Legbreak,,25 years 315 days,,Bowler,"March 31, 1992, Shellharbour, New South Wales ",,,,"['Adelaide Strikers', 'East Torrens', 'Guyana Amazon Warriors', 'Melbourne Stars', 'New South Wales', 'New South Wales Under-19s', 'Rising Pune Supergiants', 'South Australia', 'Sydney Thunder']",,,,,7.0,10
337,337,337,VD Philander,Vernon Darryl Philander,South Africa,Right-hand bat,Right-arm Fast,,32 years 230 days,,Allrounder,"June 24, 1985, Bellville, South Africa ",Pro,,,"['South Africa', 'Cape Cobras', 'Devon', 'Jamaica Tallawahs', 'Kent', 'Middlesex', 'Nottinghamshire', 'Somerset', 'South Africa A', 'South Africa Under-19s', 'South Western Districts', 'Western Province', 'Western Province Boland', 'Western Province Under-19s']",,,,,14.0,7
338,338,338,E Chigumbura,Elton Chigumbura,Zimbabwe,Right-hand bat,Right-arm Fast,,31 years 332 days,,Allrounder,"March 14, 1986, Kwekwe, Midlands ",,,,"['Zimbabwe', 'Africa XI', 'Barbados Tridents', 'Mashonaland A', 'Mashonaland Eagles', 'Northamptonshire', 'Northerns (Zimbabwe)', 'Quetta Gladiators', 'Sheikh Jamal Dhanmondi Club', 'Southern Rocks', 'Sylhet Royals', 'Zimbabwe Under-19s', 'Zimbabwe XI']",,,,,721.0,42
339,339,339,RJMGM Rupasinghe,Rupasinghe Jayawardene Mudiyanselage Gihan Madushanka Rupasinghe,Sri Lanka,Left-hand bat,Legbreak,Mid on,31 years 341 days,,Middle-order batsman,"March 5, 1986, Watupitiwala ",,,"Nalanda College, Colombo","['Sri Lanka', 'Basnahira South', 'Combined Provinces', 'Cricket Coaching School', 'Sri Lanka A', 'Tamil Union Cricket and Athletic Club']",,,,,33.0,2
340,340,340,Farhan Ahmed,Farhan Ahmed,United Arab Emirates,Right-hand bat,Left-arm Orthodox,,29 years 101 days,,Bowler,"October 31, 1988, Bahawalpur ",,,,"['United Arab Emirates', 'Danube Lions']",,,,,4.0,3
341,341,341,EC Rainsford,Edward Charles Rainsford,Zimbabwe,Right-hand bat,Right-arm Fast,,33 years 57 days,,,"December 14, 1984, Kadoma, Mashonaland ",,,,"['Zimbabwe', 'Centrals', 'Mid West Rhinos', 'Midlands', 'Zimbabwe A', 'Zimbabwe Provinces', 'Zimbabwe XI']",,,Sister - YB Rainsford,,1.0,2
342,342,342,EP Thompson,Ewen Paul Thompson,New Zealand,Left-hand bat,Left-arm Fast,,38 years 54 days,,Bowler,"December 17, 1979, Warkworth, Auckland ",,,,"['New Zealand', 'Central Districts', 'New Zealand Academy']",,,,,1.0,1
343,343,343,DA Rankin,David Andrew Rankin,Ireland,Right-hand bat,Right-arm Offspin,,30 years 191 days,,Opening batsman,"August 2, 1987, Londonderry ",,,,"['Ireland', 'Ireland A', 'Ireland Under-19s']",,,Brother - WB Rankin,,15.0,1
344,344,344,Rony Talukdar,Rony Talukdar,Bangladesh,Right-hand bat,Right-arm Medium,,27 years 122 days,5 ft 6 in ,Batsman,"October 10, 1990, Narayangonj ",,,,"['Bangladesh A', 'Bangladesh Cricket Board Academy', 'Bangladesh Under-19s', 'Bangladesh Under-23s', 'Barisal Division', 'Dhaka Division', 'Rajshahi Kings']",,,Brother - Jony Talukdar,,21.0,1
345,345,345,HH Dippenaar,Hendrik Human Dippenaar,South Africa,Right-hand bat,Right-arm Offspin,,40 years 240 days,,,"June 14, 1977, Kimberley, Cape Province ",,,,"['South Africa', 'Africa XI', 'Eagles', 'Free State', 'Leicestershire']",,,,,1.0,1
346,346,346,RN ten Doeschate,Ryan Neil ten Doeschate,Netherlands,Right-hand bat,Right-arm Fast,,37 years 224 days,5 ft 11 in ,Allrounder,"June 30, 1980, Port Elizabeth, Cape Province ",,,,"['Netherlands', 'All Stars', 'Canterbury', 'Chittagong Kings', 'Essex', 'Impi', 'Kolkata Knight Riders', 'Mashonaland Eagles', 'Otago', 'Tasmania', 'Western Province']",Tendo,,,,133.0,6
347,347,347,GSNFG Jayasuriya,Gampalage Shehan Naveendra De Fonseka Gunawarna Jayasuriya,Sri Lanka,Left-hand bat,Right-arm Offspin,,26 years 150 days,,Batting allrounder,"September 12, 1991, Colombo ",,,"Prince of Wales College, Moratuwa","['Sri Lanka', 'Chittagong Kings', 'Kandurata Maroons', 'Moors Sports Club', 'Police Sports Club', ""Sri Lanka Board President's XI"", 'Sri Lanka Under-19s', 'Sri Lanka Under-23s']",,,,,157.0,10
348,348,348,JW Dernbach,Jade Winston Dernbach,England,Right-hand bat,Right-arm Fast,,31 years 312 days,6 ft 2 in ,Bowler,"April 3, 1986, Johannesburg, South Africa ",,,"St John The Baptist, Johannesburg","['England', 'England Lions', 'Surrey', 'Surrey 2nd XI']",Dirtbag,,,,24.0,33
349,349,349,GJP Kruger,Garnett John-Peter Kruger,South Africa,Right-hand bat,Right-arm Fast,,41 years 35 days,,,"January 5, 1977, Port Elizabeth, Cape Province ",,,,"['South Africa', 'Eastern Province', 'Eastern Province B', 'Gauteng', 'Glamorgan', 'Leicestershire', 'Lions', 'Warriors']",,,,,3.0,1
350,350,350,JE Root,Joseph Edward Root,England,Right-hand bat,Right-arm Offspin,,27 years 41 days,,Top-order batsman,"December 30, 1990, Sheffield, Yorkshire ",,,,"['England', 'England Lions', 'England Under-19s', 'Yorkshire', 'Yorkshire 2nd XI', 'Yorkshire Academy', 'Yorkshire Under-17s']",,,Brother - WT Root,,726.0,23
351,351,351,S Dhawan,Shikhar Dhawan,India,Left-hand bat,Right-arm Offspin,,32 years 66 days,,Opening batsman,"December 5, 1985, Delhi ",,,,"['India', 'Deccan Chargers', 'Delhi', 'Delhi Daredevils', 'Delhi Under-16s', 'India A', 'Mumbai Indians', 'Sunrisers Hyderabad']",,,,,439.0,23
352,352,352,WD Parnell,Wayne Dillon Parnell,South Africa,Left-hand bat,Left-arm Fast,,28 years 194 days,,Bowler,"July 30, 1989, Port Elizabeth, Cape Province ",,,Grey High School,"['South Africa', 'Barbados Tridents', 'Cape Cobras', 'Delhi Daredevils', 'Eastern Province', 'Kent', 'Pune Warriors', 'South Africa A', 'South Africa Under-19s', 'Sussex', 'Warriors', 'Western Province']","Pigeon, Parny",,,,114.0,40
353,353,353,L Ngidi,Lungisani Ngidi,South Africa,Right-hand bat,Right-arm Fast,,21 years 317 days,,Bowler,"March 29, 1996, Durban, Natal ",,,,"['South Africa', 'KwaZulu-Natal Inland Under-19s', 'Northerns', 'South Africa Under-19s', 'Titans']",,,,,2.0,3
354,354,354,RR Pant,Rishabh Rajendra Pant,India,Left-hand bat,Not Specified,Wicketkeeper,20 years 128 days,,Wicketkeeper batsman,"October 4, 1997, Haridwar, Uttarakhand ",,,,"['India', 'Delhi', 'Delhi Daredevils', 'Delhi Under-19s']",,,,,43.0,2
355,355,355,Fayyaz Ahmed,Fayyaz Ahmed,United Arab Emirates,Left-hand bat,Left-arm Orthodox,,34 years 273 days,,Allrounder,"May 12, 1983, Gujrat, Punjab ",,,,"['United Arab Emirates', 'Abu Dhabi XI', 'Gujranwala Cricket Association']",,,,,11.0,1
356,356,356,ADS Fletcher,Andre David Stephon Fletcher,West Indies,Right-hand bat,Right-arm Fast,Wicketkeeper,30 years 73 days,,Wicketkeeper batsman,"November 28, 1987, La Tante, Grenada ",,,,"['West Indies', 'Grenada', 'Khulna Titans', 'Peshawar Zalmi', 'St Lucia Zouks', 'Stanford Superstars', 'Sylhet Sixers', 'West Indies A', 'West Indies Under-19s', 'Windward Islands']",,,,,576.0,31
357,357,357,Nizakat Khan,Nizakat Khan,Hong Kong,Right-hand bat,Legbreak,,25 years 216 days,,Allrounder,"July 8, 1992, Attock, Punjab, Pakistan ",,,,"['Hong Kong', 'Hong Kong Under-17s', 'Hong Kong Under-19s']",,,,,351.0,20
358,358,358,Nawroz Mangal,Nawroz Khan Mangal,Afghanistan,Right-hand bat,Right-arm Offspin,,33 years 209 days,,Top-order batsman,"July 15, 1984, Kabul, Afghanistan ",,,,"['Afghanistan', 'Afghan Wireless Cricket Club']",,,,,453.0,29
359,359,359,BCJ Cutting,Benjamin Colin James Cutting,Australia,Right-hand bat,Right-arm Fast,,31 years 10 days,1.92 m ,Allrounder,"January 30, 1987, Sunnybank, Brisbane, Queensland ",,,Sunnybank Hills State School; Brisbane Grammar School,"['Australia', 'Australia A', 'Australia Under-19s', 'Australian Centre of Excellence', 'Australian Institute of Sports', 'Brisbane Heat', 'Queensland', 'Queensland Academy of Sport', 'Queensland Under-19s', 'Rajasthan Royals', 'South Brisbane', 'Sunrisers Hyderabad', 'World-XI']",Cutsy,,,,35.0,4
360,360,360,SW Masakadza,Shingirai Winston Masakadza,Zimbabwe,Right-hand bat,Right-arm Fast,,31 years 158 days,,Bowler,"September 4, 1986, Harare ",,,,"['Zimbabwe', 'Easterns (Zimbabwe)', 'Mountaineers', 'Zimbabwe Select XI']",,,"['Brother - H Masakadza', 'Brother - WP Masakadza']",,18.0,7
361,361,361,AC Botha,Andre Cornelius Botha,Ireland,Left-hand bat,Right-arm Medium,,42 years 150 days,,Allrounder,"September 12, 1975, Johannesburg, Transvaal ",,,,"['Ireland', 'Griqualand West']",,,,,75.0,9
